"","Date","Opponent","Nets","Opp","W","L","Season","DateC"
"4412",2012-03-10,"Houston Rockets",106,112,14,28,"2012","2012-03-10"
"4512",2012-03-12,"Milwaukee Bucks",99,105,14,29,"2012","2012-03-12"
"4612",2012-03-14,"Toronto Raptors",98,84,15,29,"2012","2012-03-14"
"4712",2012-03-16,"Orlando Magic",70,86,15,30,"2012","2012-03-16"
"4812",2012-03-17,"New Orleans Hornets",94,102,15,31,"2012","2012-03-17"
"4912",2012-03-19,"Cleveland Cavaliers",100,105,15,32,"2012","2012-03-19"
"5012",2012-03-21,"Washington Wizards",89,108,15,33,"2012","2012-03-21"
"5116",2012-03-23,"Atlanta Hawks",84,93,15,34,"2012","2012-03-23"
"5214",2012-03-24,"Charlotte Bobcats",102,89,16,34,"2012","2012-03-24"
"5312",2012-03-26,"Utah Jazz",84,105,16,35,"2012","2012-03-26"
"5412",2012-03-28,"Indiana Pacers",100,84,17,35,"2012","2012-03-28"
"5512",2012-03-30,"Golden State Warriors",102,100,18,35,"2012","2012-03-30"
"5612",2012-03-31,"Sacramento Kings",111,99,19,35,"2012","2012-03-31"
"5712",2012-04-03,"Los Angeles Lakers",87,91,19,36,"2012","2012-04-03"
"5812",2012-04-04,"Portland Trail Blazers",88,101,19,37,"2012","2012-04-04"
"5912",2012-04-06,"Washington Wizards",110,98,20,37,"2012","2012-04-06"
"6012",2012-04-08,"Cleveland Cavaliers",122,117,21,37,"2012","2012-04-08"
"6116",2012-04-10,"Philadelphia 76ers",88,107,21,38,"2012","2012-04-10"
"6213",2012-04-13,"Philadelphia 76ers",95,89,22,38,"2012","2012-04-13"
"6412",2012-04-14,"Boston Celtics",82,94,22,39,"2012","2012-04-14"
"6512",2012-04-16,"Miami Heat",98,101,22,40,"2012","2012-04-16"
"6612",2012-04-18,"New York Knicks",95,104,22,41,"2012","2012-04-18"
"6712",2012-04-21,"Milwaukee Bucks",95,106,22,42,"2012","2012-04-21"
"6812",2012-04-23,"Philadelphia 76ers",87,105,22,43,"2012","2012-04-23"
"6912",2012-04-26,"Toronto Raptors",67,98,22,44,"2012","2012-04-26"
"170",2012-11-03,"Toronto Raptors",107,100,1,0,"2013","2012-11-03"
"230",2012-11-05,"Minnesota Timberwolves",96,107,1,1,"2013","2012-11-05"
"370",2012-11-07,"Miami Heat",73,103,1,2,"2013","2012-11-07"
"426",2012-11-09,"Orlando Magic",107,68,2,2,"2013","2012-11-09"
"570",2012-11-11,"Orlando Magic",82,74,3,2,"2013","2012-11-11"
"634",2012-11-13,"Cleveland Cavaliers",114,101,4,2,"2013","2012-11-13"
"770",2012-11-15,"Boston Celtics",102,97,5,2,"2013","2012-11-15"
"842",2012-11-18,"Sacramento Kings",99,90,6,2,"2013","2012-11-18"
"913",2012-11-20,"Los Angeles Lakers",90,95,6,3,"2013","2012-11-20"
"1013",2012-11-21,"Golden State Warriors",93,102,6,4,"2013","2012-11-21"
"1117",2012-11-23,"Los Angeles Clippers",86,76,7,4,"2013","2012-11-23"
"1215",2012-11-25,"Portland Trail Blazers",98,85,8,4,"2013","2012-11-25"
"1313",2012-11-26,"New York Knicks",96,89,9,4,"2013","2012-11-26"
"1413",2012-11-28,"Boston Celtics",95,83,10,4,"2013","2012-11-28"
"1513",2012-11-30,"Orlando Magic",98,86,11,4,"2013","2012-11-30"
"1613",2012-12-01,"Miami Heat",89,102,11,5,"2013","2012-12-01"
"1713",2012-12-04,"Oklahoma City Thunder",111,117,11,6,"2013","2012-12-04"
"1813",2012-12-07,"Golden State Warriors",102,109,11,7,"2013","2012-12-07"
"1913",2012-12-09,"Milwaukee Bucks",88,97,11,8,"2013","2012-12-09"
"2013",2012-12-11,"New York Knicks",97,100,11,9,"2013","2012-12-11"
"2213",2012-12-12,"Toronto Raptors",94,88,12,9,"2013","2012-12-12"
"2313",2012-12-14,"Detroit Pistons",107,105,13,9,"2013","2012-12-14"
"2413",2012-12-15,"Chicago Bulls",82,83,13,10,"2013","2012-12-15"
"2513",2012-12-18,"Utah Jazz",90,92,13,11,"2013","2012-12-18"
"2613",2012-12-19,"New York Knicks",86,100,13,12,"2013","2012-12-19"
"2713",2012-12-23,"Philadelphia 76ers",95,92,14,12,"2013","2012-12-23"
"2813",2012-12-25,"Boston Celtics",76,93,14,13,"2013","2012-12-25"
"2913",2012-12-26,"Milwaukee Bucks",93,108,14,14,"2013","2012-12-26"
"3013",2012-12-28,"Charlotte Bobcats",97,81,15,14,"2013","2012-12-28"
"3117",2012-12-29,"Cleveland Cavaliers",103,100,16,14,"2013","2012-12-29"
"3215",2012-12-31,"San Antonio Spurs",73,104,16,15,"2013","2012-12-31"
"3313",2013-01-02,"Oklahoma City Thunder",110,93,17,15,"2013","2013-01-02"
"3413",2013-01-04,"Washington Wizards",115,113,18,15,"2013","2013-01-04"
"3513",2013-01-05,"Sacramento Kings",113,93,19,15,"2013","2013-01-05"
"3613",2013-01-08,"Philadelphia 76ers",109,89,20,15,"2013","2013-01-08"
"3713",2013-01-11,"Phoenix Suns",99,79,21,15,"2013","2013-01-11"
"3813",2013-01-13,"Indiana Pacers",97,86,22,15,"2013","2013-01-13"
"3913",2013-01-15,"Toronto Raptors",113,106,23,15,"2013","2013-01-15"
"4013",2013-01-16,"Atlanta Hawks",95,109,23,16,"2013","2013-01-16"
"4117",2013-01-18,"Atlanta Hawks",94,89,24,16,"2013","2013-01-18"
"4313",2013-01-21,"New York Knicks",88,85,25,16,"2013","2013-01-21"
"4413",2013-01-23,"Minnesota Timberwolves",91,83,26,16,"2013","2013-01-23"
"4513",2013-01-25,"Memphis Grizzlies",77,101,26,17,"2013","2013-01-25"
"4613",2013-01-26,"Houston Rockets",106,119,26,18,"2013","2013-01-26"
"4713",2013-01-28,"Orlando Magic",97,77,27,18,"2013","2013-01-28"
"4813",2013-01-30,"Miami Heat",85,105,27,19,"2013","2013-01-30"
"4913",2013-02-01,"Chicago Bulls",93,89,28,19,"2013","2013-02-01"
"5013",2013-02-05,"Los Angeles Lakers",83,92,28,20,"2013","2013-02-05"
"5117",2013-02-06,"Detroit Pistons",93,90,29,20,"2013","2013-02-06"
"5215",2013-02-08,"Washington Wizards",74,89,29,21,"2013","2013-02-08"
"5313",2013-02-10,"San Antonio Spurs",86,111,29,22,"2013","2013-02-10"
"5413",2013-02-11,"Indiana Pacers",89,84,30,22,"2013","2013-02-11"
"5513",2013-02-13,"Denver Nuggets",119,108,31,22,"2013","2013-02-13"
"5613",2013-02-19,"Milwaukee Bucks",113,111,32,22,"2013","2013-02-19"
"5713",2013-02-20,"Milwaukee Bucks",97,94,33,22,"2013","2013-02-20"
"5813",2013-02-22,"Houston Rockets",96,106,33,23,"2013","2013-02-22"
"5913",2013-02-24,"Memphis Grizzlies",72,76,33,24,"2013","2013-02-24"
"6013",2013-02-26,"New Orleans Hornets",101,97,34,24,"2013","2013-02-26"
"6117",2013-03-01,"Dallas Mavericks",90,98,34,25,"2013","2013-03-01"
"6214",2013-03-02,"Chicago Bulls",85,96,34,26,"2013","2013-03-02"
"6413",2013-03-06,"Charlotte Bobcats",99,78,35,26,"2013","2013-03-06"
"6513",2013-03-08,"Washington Wizards",95,78,36,26,"2013","2013-03-08"
"6613",2013-03-09,"Atlanta Hawks",93,80,37,26,"2013","2013-03-09"
"6713",2013-03-11,"Philadelphia 76ers",97,106,37,27,"2013","2013-03-11"
"6813",2013-03-12,"New Orleans Hornets",108,98,38,27,"2013","2013-03-12"
"6913",2013-03-17,"Atlanta Hawks",93,105,38,28,"2013","2013-03-17"
"7012",2013-03-18,"Detroit Pistons",119,82,39,28,"2013","2013-03-18"
"7116",2013-03-20,"Dallas Mavericks",113,96,40,28,"2013","2013-03-20"
"7214",2013-03-23,"Los Angeles Clippers",95,101,40,29,"2013","2013-03-23"
"7312",2013-03-24,"Phoenix Suns",102,100,41,29,"2013","2013-03-24"
"7412",2013-03-27,"Portland Trail Blazers",111,93,42,29,"2013","2013-03-27"
"7512",2013-03-29,"Denver Nuggets",87,109,42,30,"2013","2013-03-29"
"7612",2013-03-30,"Utah Jazz",107,116,42,31,"2013","2013-03-30"
"7712",2013-04-03,"Cleveland Cavaliers",113,95,43,31,"2013","2013-04-03"
"7812",2013-04-04,"Chicago Bulls",90,92,43,32,"2013","2013-04-04"
"7912",2013-04-06,"Charlotte Bobcats",105,96,44,32,"2013","2013-04-06"
"8012",2013-04-09,"Philadelphia 76ers",104,83,45,32,"2013","2013-04-09"
"8114",2013-04-10,"Boston Celtics",101,93,46,32,"2013","2013-04-10"
"8213",2013-04-12,"Indiana Pacers",117,109,47,32,"2013","2013-04-12"
"8312",2013-04-14,"Toronto Raptors",87,93,47,33,"2013","2013-04-14"
"8512",2013-04-15,"Washington Wizards",106,101,48,33,"2013","2013-04-15"
"8612",2013-04-17,"Detroit Pistons",103,99,49,33,"2013","2013-04-17"
